"date","fruits_veggies","daily_stress","places_visited","core_circle","supporting_others","social_network","achievement","donation","bmi_range","todo_completed","flow","daily_steps","live_vision","sleep_hours","lost_vacation","daily_shouting","sufficient_income","personal_awards","time_for_passion","weekly_meditation","age","gender","work_life_balance_score"
"2020-11-27",3,0,2,10,10,5,2,5,1,10,4,10,3,10,5,5,1,10,9,5,"21 to 35","Male  ",711.4
"2020-11-27",3,4,3,4,10,10,4,4,1,5,6,2,2,5,1,1,1,3,6,2,"21 to 35","Female",657.8
"2020-11-27",1,3,1,3,3,2,2,1,1,2,4,6,7,5,5,3,1,4,3,3,"21 to 35","Female",605.9
"2020-11-27",1,1,2,5,3,6,5,5,1,10,7,6,2,8,0,8,1,3,2,3,"21 to 35","Female",655.8
"2020-11-27",2,4,4,5,9,10,3,3,1,3,4,9,5,8,6,3,1,3,8,8,"36 to 50","Male  ",670
"2020-11-27",2,1,3,10,4,10,2,3,2,6,2,10,5,2,5,3,2,3,2,3,"21 to 35","Female",652
"2020-11-27",5,3,5,10,2,4,2,5,1,7,6,2,6,8,3,4,2,7,8,9,"21 to 35","Female",704.3
"2020-11-27",2,0,2,3,10,3,2,0,2,3,3,2,4,8,0,2,1,0,0,2,"21 to 35","Female",604
"2020-11-27",2,2,3,5,3,4,3,1,2,4,1,5,4,3,1,2,1,4,2,3,"21 to 35","Female",601.9
"2020-11-27",4,3,3,4,7,10,3,3,2,5,1,8,1,7,0,1,2,10,3,4,"36 to 50","Female",671.3
"2020-11-28",2,5,5,4,4,3,2,4,2,4,1,5,0,6,0,10,1,6,1,2,"36 to 50","Female",588.9
"2020-11-28",1,3,1,2,10,2,3,5,2,7,5,1,6,7,2,2,2,4,9,4,"51 or more","Female",652.9
"2020-11-28",4,3,9,8,7,8,5,3,2,6,8,8,9,7,9,7,2,7,7,8,"21 to 35","Female",698.5
"2020-11-28",1,2,2,2,2,5,6,1,1,8,3,3,10,7,7,1,1,0,8,10,"21 to 35","Male  ",644.8
"2020-11-28",1,3,1,7,6,6,2,5,1,2,3,5,10,7,6,1,2,3,8,8,"21 to 35","Female",677.5
"2020-11-28",0,5,0,8,5,5,2,5,2,6,5,3,0,8,10,9,2,5,10,1,"36 to 50","Female",612.7
"2020-11-28",4,4,0,5,5,5,0,3,2,5,5,1,5,5,0,6,2,4,5,4,"21 to 35","Female",628.7
"2020-11-29",3,4,1,10,2,10,1,0,1,1,6,5,4,7,0,7,2,7,2,5,"36 to 50","Female",652
"2020-11-29",5,2,5,5,4,8,3,1,1,8,1,5,3,7,1,0,2,3,8,2,"21 to 35","Male  ",680.9
"2020-11-29",2,3,9,4,4,2,5,5,2,7,3,5,5,5,0,3,2,8,1,10,"36 to 50","Female",670.3
"2020-11-29",3,1,5,10,10,10,7,5,1,2,2,7,3,6,0,1,2,10,1,4,"21 to 35","Male  ",716.8
"2020-11-29",1,3,0,1,3,5,3,5,1,2,4,1,10,5,3,0,1,4,8,10,"51 or more","Male  ",645.7
"2020-11-30",3,4,1,10,10,5,8,3,2,9,4,10,10,7,10,5,2,5,8,3,"36 to 50","Female",681.9
"2020-11-30",3,2,8,5,6,3,1,1,1,8,2,3,5,9,0,2,2,5,5,6,"21 to 35","Female",679.2
"2020-11-30",2,2,5,2,3,4,3,2,1,7,1,2,3,6,3,3,1,6,2,6,"21 to 35","Female",627.4
"2020-11-30",3,3,10,4,10,10,6,5,2,9,7,6,5,5,4,2,2,6,3,5,"51 or more","Male  ",699.4
"2020-11-30",3,1,3,6,3,6,6,5,2,10,4,3,4,7,0,3,1,3,10,7,"36 to 50","Female",670.3
"2020-11-30",2,2,5,5,3,8,1,1,1,7,3,4,2,6,0,8,2,10,8,5,"21 to 35","Female",666.9
"2020-11-30",4,4,4,6,2,10,3,0,1,2,0,1,10,8,0,2,2,2,4,4,"21 to 35","Female",654.8
"2020-11-30",3,4,2,7,9,6,6,5,2,3,1,9,4,6,0,2,2,6,4,7,"36 to 50","Male  ",676.4
"2020-11-30",3,4,3,7,8,6,6,5,2,3,1,8,4,6,0,2,2,6,4,1,"36 to 50","Male  ",664.3
"2020-11-30",5,5,5,10,7,6,10,2,1,10,6,9,5,7,0,5,1,10,2,5,"36 to 50","Male  ",702.1
"2020-11-30",5,4,8,6,4,10,6,5,2,7,4,5,1,7,2,2,2,6,3,8,"36 to 50","Female",687.7
"2020-11-30",2,4,10,5,3,1,2,1,1,6,2,5,1,9,0,2,2,1,2,10,"21 to 35","Male  ",654.1
"2020-11-30",0,5,3,2,4,10,1,5,1,3,5,10,10,6,0,2,2,2,1,3,"Less than 20","Male  ",663
"2020-11-30",1,4,4,2,3,7,4,0,2,6,2,3,0,7,10,2,2,3,1,3,"21 to 35","Male  ",592.1
"2020-12-01",4,4,10,10,8,7,5,2,1,9,7,4,7,9,4,6,1,10,3,8,"Less than 20","Female",701.5
"2020-12-01",2,3,2,5,7,6,6,5,1,8,4,5,1,8,2,2,2,6,2,4,"21 to 35","Female",679.4
"2020-12-01",2,3,6,1,2,1,5,1,2,4,1,2,1,7,9,0,2,8,2,4,"21 to 35","Male  ",605.5
"2020-12-01",3,0,5,10,1,10,2,4,1,7,8,6,3,8,0,1,2,2,1,7,"21 to 35","Male  ",705.1
"2020-12-01",3,1,10,10,3,3,2,4,2,6,3,8,5,7,0,6,2,2,4,8,"21 to 35","Female",678.1
"2020-12-01",3,1,5,5,10,3,5,5,2,8,7,5,10,6,5,3,2,5,8,5,"51 or more","Female",696
"2020-12-01",5,1,10,5,6,10,3,0,1,7,6,10,3,8,10,5,2,6,6,10,"Less than 20","Female",705.9
"2020-12-01",5,1,10,10,6,8,7,5,1,5,1,4,2,8,2,1,2,10,1,7,"36 to 50","Female",723.4
"2020-12-01",5,2,1,7,7,4,2,0,1,8,3,10,2,8,0,0,1,4,4,10,"21 to 35","Female",677
"2020-12-01",3,2,10,5,10,5,3,2,1,7,3,7,5,10,0,2,1,3,5,10,"Less than 20","Male  ",695.5
"2020-12-01",4,5,10,4,4,10,2,3,1,3,5,8,2,7,5,2,2,3,1,5,"21 to 35","Female",667.9
"2020-12-01",5,0,10,5,3,2,2,1,1,6,2,5,2,8,0,0,2,1,2,10,"21 to 35","Female",682.8
"2020-12-02",3,3,6,4,10,10,6,2,2,6,3,10,5,8,0,2,1,10,3,3,"36 to 50","Male  ",677
"2020-12-02",4,3,5,2,1,3,3,0,1,4,2,8,1,8,3,4,2,4,1,5,"21 to 35","Male  ",635.8
"2020-12-02",5,2,8,4,10,10,3,1,1,5,1,4,10,8,0,2,2,5,5,10,"21 to 35","Female",714.9
"2020-12-02",4,2,10,5,10,8,3,5,2,4,2,8,4,7,0,3,2,3,5,4,"21 to 35","Female",690
"2020-12-02",3,4,3,3,2,4,4,0,2,7,0,10,0,6,2,7,1,3,2,8,"21 to 35","Male  ",600.1
"2020-12-02",5,1,4,5,5,5,2,1,1,6,3,3,5,7,0,0,2,2,6,7,"36 to 50","Female",682.2
"2020-12-02",5,3,8,8,6,6,7,2,1,8,8,7,5,9,7,1,2,7,8,8,"21 to 35","Female",725.9
"2020-12-02",2,3,4,3,4,3,5,2,1,4,5,7,7,7,1,2,2,10,2,4,"21 to 35","Female",672.8
"2020-12-02",1,4,0,2,4,10,5,1,2,3,3,2,2,6,9,3,2,5,4,3,"36 to 50","Female",601.9
"2020-12-02",3,4,2,8,2,5,2,2,2,10,3,4,2,6,0,1,2,4,1,2,"21 to 35","Female",634.6
"2020-12-03",1,0,6,10,10,10,10,5,2,6,8,10,10,8,8,2,1,10,8,10,"21 to 35","Male  ",731.4
"2020-12-03",3,3,10,10,7,6,4,5,1,8,3,8,10,7,10,2,2,10,8,10,"36 to 50","Male  ",732.5
"2020-12-03",5,2,10,6,10,10,2,5,1,8,1,10,0,7,2,0,2,10,3,6,"51 or more","Female",729.5
"2020-12-03",3,3,10,10,7,9,10,5,1,8,1,8,10,7,10,2,2,10,8,10,"36 to 50","Male  ",744.4
"2020-12-03",3,3,10,7,5,10,4,1,1,7,3,2,5,7,2,3,2,10,4,7,"21 to 35","Female",695.6
"2020-12-03",5,5,2,10,10,10,6,5,1,5,7,9,2,7,3,0,1,5,0,2,"21 to 35","Female",686.8
"2020-12-03",3,4,5,5,4,10,7,2,1,8,1,2,8,7,5,0,2,8,7,5,"21 to 35","Female",688.8
"2020-12-03",3,5,10,6,10,5,5,0,1,5,2,10,10,7,0,2,2,10,2,3,"51 or more","Female",698.9
"2020-12-03",2,5,0,2,1,1,2,0,2,1,0,3,0,8,0,1,1,2,2,7,"51 or more","Male  ",566.8
"2020-12-04",1,3,2,3,3,5,5,2,2,7,2,6,3,6,0,6,2,8,0,2,"21 to 35","Female",624.8
"2020-12-04",2,5,0,5,10,5,0,3,2,2,2,3,1,7,0,0,2,5,1,3,"21 to 35","Female",621
"2020-12-04",2,2,2,6,7,6,2,3,2,5,1,3,5,7,10,7,2,4,3,4,"36 to 50","Female",621
"2020-12-04",3,3,5,10,6,10,6,3,1,7,8,5,7,8,5,4,1,5,7,9,"21 to 35","Male  ",699.8
"2020-12-04",1,4,5,3,2,10,3,1,2,1,6,10,5,7,8,0,1,4,3,6,"21 to 35","Male  ",620.7
"2020-12-04",5,5,10,4,7,6,5,5,2,9,5,3,5,6,0,1,2,5,3,7,"36 to 50","Female",688.8
"2020-12-04",1,4,0,10,5,5,10,0,2,7,6,3,0,7,10,3,2,1,4,10,"21 to 35","Male  ",629.5
"2020-12-04",3,1,2,10,10,7,4,5,2,7,4,10,5,6,0,4,2,10,6,7,"21 to 35","Male  ",714
"2020-12-05",3,2,6,5,10,8,5,1,1,9,2,2,10,8,5,1,1,6,6,10,"51 or more","Female",690.7
"2020-12-05",2,4,0,2,0,2,0,0,1,3,0,1,2,6,0,0,1,0,4,2,"Less than 20","Male  ",576.2
"2020-12-05",0,3,2,5,8,10,3,4,2,7,3,2,3,7,0,4,1,6,2,4,"21 to 35","Female",631
"2020-12-06",5,1,10,7,0,2,0,0,1,5,0,6,10,6,0,1,2,0,0,10,"51 or more","Male  ",670.7
"2020-12-06",3,0,10,5,5,3,5,2,2,3,2,8,0,8,0,0,1,4,6,10,"21 to 35","Female",664.7
"2020-12-06",2,5,1,1,2,5,0,0,1,2,0,2,5,7,10,6,1,2,1,1,"Less than 20","Female",557.9
"2020-12-06",2,5,0,0,1,3,1,0,1,3,0,2,5,7,10,6,1,2,2,1,"Less than 20","Female",554.5
"2020-12-06",4,5,3,3,1,5,10,0,1,4,3,10,10,8,3,10,2,3,1,10,"21 to 35","Female",660
"2020-12-06",4,3,10,7,7,7,7,5,1,10,7,5,5,9,0,1,2,10,10,7,"36 to 50","Female",754.4
"2020-12-06",5,5,7,4,6,5,7,2,1,1,1,5,2,8,6,7,1,4,0,6,"36 to 50","Female",626.7
"2020-12-06",3,2,4,10,10,5,2,5,2,8,3,3,5,8,0,3,2,7,2,4,"36 to 50","Female",682.4
"2020-12-06",4,4,10,5,3,8,2,5,1,7,1,7,3,7,5,2,2,7,1,4,"51 or more","Male  ",679.6
"2020-12-07",3,2,10,6,10,6,10,3,1,3,6,4,3,7,5,2,2,10,7,3,"21 to 35","Female",709.6
"2020-12-07",3,4,3,4,5,3,6,1,1,4,4,7,0,7,7,7,2,7,2,7,"21 to 35","Female",640.5
"2020-12-07",2,2,3,5,4,3,1,3,2,5,1,5,4,8,2,2,2,3,3,5,"36 to 50","Female",635.2
"2020-12-07",4,5,7,10,10,10,8,5,1,8,6,3,8,6,5,4,2,10,10,1,"36 to 50","Female",726.2
"2020-12-07",1,4,1,3,2,3,3,0,2,8,3,10,0,6,10,1,1,1,4,10,"21 to 35","Male  ",593.3
"2020-12-07",3,4,6,3,2,2,2,1,1,4,2,8,1,8,0,3,1,3,2,4,"21 to 35","Female",622.2
"2020-12-08",2,2,4,10,10,10,3,0,2,10,1,4,3,6,0,2,2,4,3,3,"36 to 50","Female",663.5
"2020-12-08",1,1,1,2,10,2,1,1,2,3,4,6,1,7,0,0,2,3,8,8,"36 to 50","Male  ",645.4
"2020-12-08",0,5,8,10,8,10,6,0,2,5,5,10,8,6,0,2,2,3,6,7,"51 or more","Female",683.4
"2020-12-08",3,5,8,5,8,10,5,5,2,7,4,2,3,7,2,3,2,10,3,7,"36 to 50","Female",682
"2020-12-08",5,4,6,5,3,10,2,2,2,5,2,7,10,8,0,0,2,1,2,7,"Less than 20","Male  ",673
"2020-12-08",4,1,10,7,5,2,3,4,2,1,1,3,1,6,0,1,2,6,6,8,"36 to 50","Male  ",668.4
"2020-12-08",5,3,1,5,7,4,0,5,1,7,1,8,4,7,10,6,2,2,1,5,"36 to 50","Female",649.2
"2020-12-09",2,3,2,5,10,10,6,4,1,7,4,1,3,8,10,2,1,10,1,3,"21 to 35","Male  ",654.8
"2020-12-09",3,5,10,6,10,2,4,5,1,4,2,10,2,5,9,10,1,10,1,10,"51 or more","Female",654.3
"2020-12-09",2,2,1,10,10,10,3,4,2,4,2,2,2,7,2,1,2,4,8,1,"21 to 35","Male  ",663.3
"2020-12-09",2,3,5,3,4,10,2,2,1,2,4,6,0,5,0,2,2,4,2,6,"51 or more","Female",653.5
"2020-12-09",1,3,1,4,10,5,2,5,2,5,2,4,2,7,8,3,2,2,5,7,"21 to 35","Female",633.1
"2020-12-09",4,0,10,5,2,5,6,0,2,8,3,8,5,9,0,0,2,4,5,7,"Less than 20","Female",692.1
"2020-12-09",2,2,4,10,6,10,5,4,1,5,4,2,4,6,3,0,2,10,2,3,"51 or more","Female",692
"2020-12-10",5,3,10,10,8,10,4,5,1,10,4,10,10,8,0,3,2,10,5,10,"36 to 50","Male  ",768.8
"2020-12-10",4,2,1,1,2,2,0,5,1,7,3,8,10,8,0,1,1,4,10,10,"36 to 50","Female",681.7
"2020-12-10",2,2,8,5,10,4,6,5,2,7,6,3,0,6,0,0,2,4,3,4,"51 or more","Female",675.2
"2020-12-10",1,4,3,2,6,10,5,2,2,6,2,3,3,6,9,8,2,5,1,2,"36 to 50","Female",605.5
"2020-12-11",5,2,5,4,10,4,3,2,1,6,2,4,5,8,0,6,2,5,2,10,"21 to 35","Female",686
"2020-12-11",5,5,5,6,10,10,2,5,2,8,2,8,3,5,0,0,2,4,10,10,"51 or more","Female",704.9
"2020-12-11",1,3,4,2,1,2,2,0,2,7,2,2,2,7,0,8,2,4,1,3,"36 to 50","Male  ",591.9
"2020-12-11",1,3,10,7,10,7,0,3,2,5,5,1,4,6,5,2,1,2,2,10,"36 to 50","Male  ",637.4
"2020-12-11",3,1,2,2,2,6,4,1,1,9,6,6,4,8,0,0,2,6,4,10,"51 or more","Male  ",691.5
"2020-12-12",1,2,0,1,1,5,4,0,2,3,3,7,1,9,2,2,1,1,2,4,"36 to 50","Female",589.9
"2020-12-12",4,3,4,0,9,3,10,3,1,6,7,7,10,7,0,9,2,6,5,7,"51 or more","Male  ",700
"2020-12-12",1,1,3,5,5,4,6,1,2,2,3,6,3,7,5,3,2,4,2,5,"36 to 50","Female",630.1
"2020-12-12",4,1,10,10,10,10,7,5,1,10,10,10,10,7,0,1,2,10,6,8,"51 or more","Male  ",790.7
"2020-12-13",2,1,2,10,10,10,5,5,1,8,0,10,10,6,10,0,2,10,1,10,"36 to 50","Male  ",724.2
"2020-12-13",4,5,0,4,2,6,0,5,1,1,1,3,1,5,0,1,1,10,0,10,"36 to 50","Female",630.8
"2020-12-13",3,4,3,5,10,9,9,3,1,7,1,3,8,4,5,0,2,4,2,5,"51 or more","Female",679.9
"2020-12-13",2,4,3,8,10,10,7,1,2,7,4,1,9,7,10,1,2,8,4,4,"36 to 50","Male  ",663.1
"2020-12-13",2,5,1,2,3,10,1,2,2,0,1,2,1,5,10,5,1,2,0,2,"36 to 50","Male  ",550.7
"2020-12-13",1,4,2,6,10,4,10,0,2,4,8,4,8,6,7,2,1,10,2,10,"21 to 35","Female",646.5
"2020-12-13",5,3,10,3,10,7,5,5,2,8,2,7,1,7,8,0,2,10,1,10,"51 or more","Female",694.9
"2020-12-13",2,2,10,5,3,1,3,1,1,4,2,6,0,8,8,0,2,3,2,10,"21 to 35","Female",650.7
"2020-12-14",2,4,5,1,0,5,2,0,2,4,2,5,2,7,0,2,2,3,4,10,"36 to 50","Male  ",621.4
"2020-12-14",2,1,10,3,10,10,6,2,2,2,5,5,10,8,3,8,2,10,6,10,"36 to 50","Male  ",699.8
"2020-12-14",0,3,0,6,4,6,4,1,2,1,1,6,1,5,10,6,1,4,0,1,"36 to 50","Female",561.7
"2020-12-14",4,1,7,8,10,5,3,4,1,6,4,8,0,8,0,1,2,10,2,10,"36 to 50","Female",724.2
"2020-12-14",1,3,1,2,4,3,4,0,2,5,3,8,1,6,2,1,2,2,1,5,"36 to 50","Female",611.6
"2020-12-15",4,3,1,4,10,3,1,1,1,7,5,1,1,8,5,0,2,8,1,5,"36 to 50","Female",654.8
"2020-12-15",5,0,10,10,10,4,5,5,2,10,3,6,10,9,0,4,2,3,1,10,"36 to 50","Female",729.1
"2020-12-15",1,3,1,1,2,8,2,1,2,0,2,3,2,7,7,10,2,6,0,0,"21 to 35","Female",571.7
"2020-12-15",2,2,6,8,2,6,4,1,2,7,2,7,1,7,0,0,2,2,1,10,"21 to 35","Male  ",657.5
"2020-12-16",5,1,10,10,10,10,5,2,1,10,5,6,10,8,0,0,2,5,10,10,"36 to 50","Male  ",769.7
"2020-12-16",1,4,2,1,10,10,3,3,1,7,3,6,4,8,0,1,2,10,3,5,"36 to 50","Female",684.7
"2020-12-17",2,3,10,3,2,10,1,4,2,5,4,7,0,9,6,6,1,2,3,1,"36 to 50","Female",617.1
"2020-12-17",4,3,1,5,8,10,9,5,2,5,9,4,2,8,0,10,1,1,3,4,"36 to 50","Female",650.3
"2020-12-17",0,4,1,4,4,4,4,0,1,1,5,1,5,6,0,1,2,3,5,0,"21 to 35","Female",620.4
"2020-12-17",5,2,10,10,6,6,5,5,2,7,2,10,5,7,0,1,2,2,4,10,"51 or more","Female",715.9
"2020-12-17",2,3,0,7,10,5,4,5,2,6,2,2,1,6,3,4,2,10,7,7,"36 to 50","Female",661.4
"2020-12-17",3,5,2,3,3,3,3,0,2,7,4,1,0,8,0,3,1,5,4,10,"21 to 35","Female",607.2
"2020-12-17",4,4,2,4,10,10,3,2,2,5,3,5,0,6,10,5,1,6,3,3,"36 to 50","Male  ",612.7
"2020-12-17",3,3,5,8,10,5,5,3,1,3,8,2,8,6,5,0,2,7,4,5,"51 or more","Female",693.7
"2020-12-18",3,3,4,5,4,4,4,4,2,6,6,7,5,6,2,7,2,4,4,7,"36 to 50","Male  ",657.3
"2020-12-18",3,3,7,10,4,2,4,3,2,7,5,5,2,9,0,3,2,3,1,4,"21 to 35","Female",659.2
"2020-12-18",4,3,4,10,10,10,6,5,2,9,5,4,5,6,10,2,2,10,2,5,"21 to 35","Female",692.4
"2020-12-18",5,2,10,10,10,6,5,2,1,7,3,6,10,7,0,1,2,10,7,4,"36 to 50","Female",740.6
"2020-12-18",2,1,3,10,7,10,1,1,1,8,6,7,2,8,3,1,2,6,3,3,"51 or more","Male  ",690
"2020-12-19",5,1,7,6,10,10,4,0,1,9,3,6,4,8,0,0,2,6,2,10,"51 or more","Female",722.1
"2020-12-19",5,4,5,4,8,10,10,3,1,8,5,4,8,5,0,1,2,10,2,2,"51 or more","Female",712.6
"2020-12-19",1,2,7,2,10,8,10,3,1,8,1,5,5,8,4,3,2,10,7,5,"36 to 50","Female",704.9
"2020-12-19",4,3,2,5,4,5,8,1,1,3,4,10,8,6,9,10,2,6,4,3,"36 to 50","Male  ",654.5
"2020-12-19",2,2,2,7,10,3,2,2,1,4,1,4,5,7,0,2,2,7,5,7,"51 or more","Female",675.6
"2020-12-20",3,1,0,10,10,10,2,5,1,7,8,10,0,8,0,2,1,10,5,10,"51 or more","Female",721.2
"2020-12-20",5,5,0,0,10,3,2,0,2,8,8,1,10,6,10,1,1,8,0,1,"51 or more","Female",606.8
"2020-12-20",3,3,8,7,10,10,6,5,2,8,6,10,7,7,0,3,2,8,8,10,"36 to 50","Male  ",738
"2020-12-20",1,4,8,7,3,6,1,3,2,7,4,2,1,6,5,0,2,3,1,4,"36 to 50","Female",627.4
"2020-12-20",3,2,3,10,10,10,5,1,2,5,4,10,10,6,10,5,2,5,10,7,"21 to 35","Male  ",690.2
"2020-12-20",3,4,9,4,10,4,10,4,1,10,5,6,10,6,0,0,2,5,5,10,"51 or more","Male  ",733.6
"2020-12-20",3,3,6,4,4,5,5,3,2,5,5,6,5,7,4,4,1,5,4,5,"36 to 50","Male  ",638.6
"2020-12-21",2,2,6,2,3,4,0,2,1,4,6,1,10,8,0,0,2,1,5,7,"21 to 35","Male  ",666.7
"2020-12-21",1,5,2,3,2,3,2,2,1,8,0,1,0,5,0,5,1,1,1,2,"36 to 50","Female",581.1
"2020-12-21",2,4,1,8,8,10,8,0,2,8,5,3,2,7,0,10,2,4,8,3,"51 or more","Female",649.9
"2020-12-21",5,3,7,7,5,9,4,1,2,6,3,4,5,6,4,3,2,3,5,1,"36 to 50","Male  ",655
"2020-12-21",2,4,5,3,0,3,2,1,1,1,0,1,0,9,0,2,2,3,0,0,"Less than 20","Female",602.3
"2020-12-21",2,3,6,10,3,10,5,1,2,5,5,3,3,6,0,3,2,10,2,4,"36 to 50","Male  ",663.3
"2020-12-21",2,2,5,10,4,10,5,2,2,4,3,3,4,5,1,2,2,10,3,4,"36 to 50","Male  ",666.5
"2020-12-21",1,4,10,10,5,10,10,5,1,3,2,4,0,8,3,3,2,10,1,3,"21 to 35","Male  ",689.4
"2020-12-21",3,4,8,10,5,5,6,1,1,3,1,8,4,7,0,4,2,10,0,7,"36 to 50","Male  ",683.2
"2020-12-21",3,3,2,5,8,10,5,3,2,4,4,6,5,3,4,4,2,4,8,3,"36 to 50","Male  ",656.5
"2020-12-22",5,3,10,7,9,5,2,5,2,2,5,7,0,7,6,8,2,10,10,8,"36 to 50","Female",686.4
"2020-12-22",2,4,2,5,7,10,4,5,1,6,5,10,10,6,0,2,2,4,6,6,"36 to 50","Male  ",708.9
"2020-12-22",5,2,8,5,6,6,5,4,2,8,8,3,5,7,0,1,2,7,8,8,"51 or more","Female",711.1
"2020-12-22",2,3,5,8,8,8,6,2,2,6,6,1,5,8,4,4,1,5,6,4,"21 to 35","Female",648
"2020-12-22",3,5,3,10,10,6,6,5,1,8,2,4,7,7,0,2,2,10,4,3,"51 or more","Female",706.2
"2020-12-22",1,4,0,5,5,10,5,1,2,1,5,4,5,4,0,0,2,4,3,8,"21 to 35","Male  ",639.3
"2020-12-22",1,4,5,7,2,3,4,0,2,8,3,4,4,7,0,0,2,5,2,6,"21 to 35","Male  ",638.2
"2020-12-22",2,4,2,3,4,5,6,3,2,3,5,7,0,5,7,5,2,6,3,3,"36 to 50","Male  ",618
"2020-12-23",2,1,10,5,7,10,10,3,2,8,5,2,3,8,0,1,2,7,1,5,"36 to 50","Male  ",695.8
"2020-12-23",3,5,6,3,8,10,4,5,1,5,8,6,3,5,10,4,1,8,6,5,"51 or more","Male  ",663.7
"2020-12-23",4,2,6,6,9,8,6,4,2,7,8,8,10,7,0,0,2,6,6,8,"36 to 50","Male  ",729.1
"2020-12-23",3,3,3,3,9,5,2,4,1,8,5,3,2,7,6,2,2,3,2,7,"21 to 35","Male  ",663.5
"2020-12-25",1,4,2,5,2,8,2,1,2,1,5,10,4,6,0,4,1,5,3,5,"36 to 50","Male  ",615.4
"2020-12-25",2,2,3,5,3,8,9,2,2,6,4,8,3,7,6,3,2,5,7,5,"36 to 50","Female",662.8
"2020-12-26",2,3,4,2,5,4,4,3,2,6,3,3,6,7,5,2,2,7,5,5,"36 to 50","Male  ",644.8
"2020-12-26",2,2,3,4,1,2,4,1,2,8,3,2,10,8,3,1,2,7,2,3,"36 to 50","Female",639.7
"2020-12-26",1,4,0,4,6,10,2,5,1,8,1,6,1,6,10,3,2,5,1,4,"21 to 35","Male  ",640.1
"2020-12-26",4,1,10,3,5,4,2,2,1,5,2,10,5,7,0,4,2,3,3,10,"51 or more","Male  ",692.1
"2020-12-26",5,2,2,4,10,10,5,5,2,8,6,10,10,6,5,2,2,3,6,10,"36 to 50","Female",715.7
"2020-12-26",4,2,10,5,0,1,1,0,1,7,8,8,3,8,0,1,1,2,9,10,"36 to 50","Male  ",674.9
"2020-12-26",2,1,5,8,5,6,6,3,1,7,5,7,9,8,0,2,2,7,4,7,"36 to 50","Female",717.2
"2020-12-28",5,3,4,6,7,2,1,5,2,6,0,7,5,7,5,0,2,3,0,10,"51 or more","Female",660.9
"2020-12-28",4,3,3,4,5,1,0,5,2,7,3,4,3,6,0,4,2,8,2,10,"36 to 50","Female",655
"2020-12-28",4,4,1,3,2,5,2,0,1,1,0,7,1,6,0,7,1,0,0,3,"36 to 50","Male  ",587.6
"2020-12-28",2,4,7,9,6,10,3,3,1,6,8,7,3,6,1,3,2,5,5,10,"21 to 35","Female",704.9
"2020-12-28",4,1,4,7,10,4,0,5,2,7,4,6,0,7,0,5,2,3,2,10,"36 to 50","Female",674.3
"2020-12-28",5,1,10,9,3,7,9,5,1,7,5,10,3,8,0,3,2,10,9,10,"21 to 35","Male  ",760.3
"2020-12-29",4,3,5,10,10,10,8,5,2,9,5,3,2,7,5,3,1,2,10,2,"36 to 50","Male  ",677.1
"2020-12-29",2,3,10,4,3,5,1,0,1,6,3,2,3,8,0,1,2,1,3,5,"21 to 35","Female",649.9
"2020-12-29",2,0,5,3,8,2,6,2,1,9,8,10,10,6,0,1,2,10,8,9,"36 to 50","Male  ",736.1
"2020-12-29",5,3,4,6,4,5,3,3,1,5,2,6,0,7,5,2,2,6,5,4,"36 to 50","Female",665.8
"2020-12-29",2,5,2,3,9,4,2,4,1,7,9,8,10,6,8,1,1,10,7,7,"21 to 35","Female",677.9
"2020-12-29",1,3,6,6,6,5,3,5,2,2,5,5,10,7,0,1,2,5,6,6,"51 or more","Female",677.5
"2020-12-29",4,2,0,10,7,3,3,5,2,10,2,5,0,7,0,3,2,7,1,7,"51 or more","Female",670.7
"2020-12-29",5,2,4,7,10,5,3,5,2,7,7,3,4,7,0,1,2,9,8,9,"36 to 50","Female",712.8
"2020-12-29",5,3,4,4,2,2,2,2,1,9,5,3,5,8,4,3,2,10,4,10,"21 to 35","Female",680.7
"2020-12-29",4,2,6,4,4,4,4,4,1,9,3,7,2,7,0,1,2,4,2,4,"21 to 35","Female",684.7
"2020-12-29",4,2,5,4,10,10,4,5,2,7,3,4,6,7,0,1,2,10,3,10,"51 or more","Male  ",709.6
"2020-12-29",5,3,4,4,6,5,8,5,1,7,8,6,4,8,10,2,1,10,5,9,"51 or more","Male  ",693.2
"2020-12-29",3,1,5,5,7,3,0,5,1,7,2,9,2,7,0,1,2,6,4,10,"51 or more","Male  ",700.4
"2020-12-29",1,1,8,3,2,2,6,5,2,8,2,1,1,6,0,1,2,7,0,6,"51 or more","Female",649.3
"2020-12-30",3,2,0,2,6,2,0,0,1,4,5,5,10,8,0,2,2,1,0,9,"36 to 50","Female",652.2
"2020-12-30",3,1,4,10,10,5,6,2,1,7,2,9,3,7,1,2,2,5,6,8,"21 to 35","Male  ",712.3
"2020-12-30",0,4,2,4,8,2,9,3,1,2,1,2,2,6,1,10,2,4,1,3,"36 to 50","Male  ",618.9
"2020-12-30",3,2,8,10,5,3,1,5,1,9,1,9,5,8,0,0,2,4,1,4,"36 to 50","Female",700.6
"2020-12-30",0,5,4,1,3,2,1,0,2,1,1,4,5,6,0,10,1,1,0,1,"21 to 35","Male  ",546.2
"2020-12-30",2,5,8,1,10,10,5,5,2,0,4,4,2,4,10,10,1,10,1,1,"36 to 50","Female",603.6
"2020-12-31",2,3,0,5,5,10,10,3,2,3,3,10,5,6,0,4,1,10,0,0,"21 to 35","Male  ",644.3
